sku,name,brand,category,description,unit,price,hsn,image,descimage
8-106-32-9,DP 100-1000 µL (ALFV-1000),Neuation / Accumax,Other,,unit,13708,,,
8-000-32-9,DPF 2.5 µL (ALFF-205),Neuation / Accumax,Other,,unit,8911,,,
8-001-32-9,DPF 5 µL (ALFF-5),Neuation / Accumax,Other,,unit,8911,,,
8-002-32-9,DPF 10 µL (ALFF-10),Neuation / Accumax,Other,,unit,8911,,,
8-003-32-9,DPF 20 µL (ALFF-20),Neuation / Accumax,Other,,unit,8911,,,
8-004-32-9,DPF 25 µL (ALFF-25),Neuation / Accumax,Other,,unit,8911,,,
8-007-32-9,DPF 50 µL (ALFF-50),Neuation / Accumax,Other,,unit,8911,,,
8-008-32-9,DPF 100 µL (ALFF-100),Neuation / Accumax,Other,,unit,8911,,,
8-009-32-9,DPF 200 µL (ALFF-200),Neuation / Accumax,Other,,unit,8911,,,
8-010-32-9,DPF 250 µL (ALFF-250),Neuation / Accumax,Other,,unit,8911,,,
8-011-32-9,DPF 500 µL (ALFF-500),Neuation / Accumax,Other,,unit,8911,,,
8-012-32-9,DPF 1000 µL (ALFF-1000),Neuation / Accumax,Other,,unit,8911,,,
8-201-32-9,DPM 0.5-10 (8) (ALFM8-010),Neuation / Accumax,Other,,unit,34690,,,
8-205-32-9,DPM 2-20 (8) (ALFM8-020),Neuation / Accumax,Other,,unit,34690,,,
8-202-32-9,DPM 5-50 (8) (ALFM8-050),Neuation / Accumax,Other,,unit,34690,,,
8-204-32-9,DPM 10-100 (8) (ALFM8-100),Neuation / Accumax,Other,,unit,34690,,,
8-206-32-9,DPM 20-200 (8) (ALFM8-200),Neuation / Accumax,Other,,unit,34690,,,
8-203-32-9,DPM 30-300 (8) (ALFM8-300),Neuation / Accumax,Other,,unit,34690,,,
8-401-32-9,DPM 0.5-10 (12) (ALFM12-010),Neuation / Accumax,Other,,unit,41115,,,
8-405-32-9,DPM 2-20 (12) (ALFM12-020),Neuation / Accumax,Other,,unit,41115,,,
8-402-32-9,DPM 5-50 (12) (ALFM12-050),Neuation / Accumax,Other,,unit,41115,,,
8-404-32-9,DPM 10-100 (12) (ALFM12-100),Neuation / Accumax,Other,,unit,41115,,,
8-406-32-9,DPM 20-200 (12) (ALFM12-200),Neuation / Accumax,Other,,unit,41115,,,
8-403-32-9,DPM 30-300 (12) (ALFM12-300),Neuation / Accumax,Other,,unit,41115,,,
AP-1-B,ACCUMAX Transfer Pipette AP-1-B ( 500 X 10 PACKS ),Neuation / Accumax,Pipettes,,pack,8655,,Transfer pipette.png,Transfer pipette desc.png
AP-1-B-S,ACCUMAX Transfer Pipette AP-1-B-S ( 10 X 50 BAGS X 10 PACKS ),Neuation / Accumax,Pipettes,,pack,10819,,Transfer pipette.png,Transfer pipette desc.png
AP-1-S-W,ACCUMAX Transfer Pipette AP-1-S-W (300),Neuation / Accumax,Pipettes,,unit,1400,,Transfer pipette.png,Transfer pipette desc.png
AP-3-B,ACCUMAX Transfer Pipette AP-3-B ( 500 X 10 PACKS ),Neuation / Accumax,Pipettes,,pack,9080,,Transfer pipette.png,Transfer pipette desc.png
AP-3-B-S,ACCUMAX Transfer Pipette AP-3-B-S ( 50 X 10 BAGS X 10 PACKS ),Neuation / Accumax,Pipettes,,pack,11350,,Transfer pipette.png,Transfer pipette desc.png
AP-3-S-W,ACCUMAX Transfer Pipette AP-3-S-W (300),Neuation / Accumax,Pipettes,,unit,1500,,Transfer pipette.png,Transfer pipette desc.png
AST-005-T-C,Accumax 0.5ml Self Standing Screw Cap Tube with Cap,Neuation / Accumax,Other,,pack,6041,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
AST-005-T-S-C,"Accumax 0.5ml Self Standing Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,6725,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
AST-005-L-T-S-C,"Accumax 0.5ml Self Standing Low Retention Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,47305,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
ASCT-015-T-C,ASCT-015-T-C (100 + 100) SET X 10 BAGS X 5 PACKS,Neuation / Accumax,Other,,pack,30206,,,
AST-015-T-C,Accumax 1.5ml Self Standing Screw Cap Tube with Cap,Neuation / Accumax,Other,,pack,30206,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
ASCT-015-T-S-C,ASCT-015-T-S-C (100 + 100) SET X 10 BAGS X 5 PACKS,Neuation / Accumax,Other,,pack,33626,,,
AST-015-T-S-C,"Accumax 1.5ml Self Standing Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,33626,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
ASCT-015-L-T-S-C,ASCT-015-L-T-S-C (100 + 100) SET X 10 BAGS X 5 PACKS,Neuation / Accumax,Other,,pack,47305,,,
AST-015-L-T-S-C,"Accumax 1.5ml Self Standing Low Retention Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,47305,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
ASCT-020-T-C,ASCT-020-T-C (100 + 100) SET X 10 BAGS X 5 PACKS,Neuation / Accumax,Other,,pack,30206,,,
AST-020-T-C,Accumax 2ml Self Standing Screw Cap Tube with Cap,Neuation / Accumax,Other,,pack,30206,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
ASCT-020-T-S-C,ASCT-020-T-S-C (100 + 100) SET X 10 BAGS X 5 PACKS,Neuation / Accumax,Other,,pack,33626,,,
AST-020-T-S-C,"Accumax 2ml Self Standing Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,33626,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
ASCT-020-L-T-S-C,ASCT-020-L-T-S-C (100 + 100) SET X 10 BAGS X 5 PACKS,Neuation / Accumax,Other,,pack,47305,,,
AST-020-L-T-S-C,"Accumax 2ml Self Standing Low Retention Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,47305,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
AST-015-A-T-C,Accumax 1.5ml Amber Self Standing Screw Cap Tube with Cap,Neuation / Accumax,Other,,pack,33799,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
AST-015-A-T-S-C,"Accumax 1.5ml Amber Self Standing Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,37616,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
AST-015-L-A-T-S-C,"Accumax 1.5ml Amber Self Standing Low Retention Screw Cap Tube, Sterile with Cap",Neuation / Accumax,Other,,pack,47305,,ACCUMAX SCREW CAP TUBES.png,ACCUMAX SCREW CAP TUBES desc.png
SCPF-01,SC WFV 1PORT_1FILTER (4),Neuation / Accumax,Other,,unit,13570,,,
SCPF-02,SC WFV 2PORT_1FILTER (4),Neuation / Accumax,Other,,unit,13570,,,
SCPF-03,SC WFV 3PORT_1FILTER (4),Neuation / Accumax,Other,,unit,13570,,,
SCPF-04,SC WFV 4PORT_1FILTER (4),Neuation / Accumax,Other,,unit,13570,,,
SCPF-05,SC WFV 5PORT_1FILTER (4),Neuation / Accumax,Other,,unit,13570,,,
SCPF-A,SC VALVE ACCESSORIES (4),Neuation / Accumax,Other,,unit,5500,,,
AJ-06,STAND ASS_329_JP_6 PLACE (JP-23),Neuation / Accumax,Other,,unit,605,,,
SA-100,STAND ASS_340_RP_4 PLACE WHITE (REG),Neuation / Accumax,Other,,unit,2178,,,
SA-200,STAND ASS_341_RP_6 PLACE WHITE (REG),Neuation / Accumax,Other,,unit,2541,,,
FS-01,STAND ASS_346_DP_CAROUSEL-6 (FS-01),Neuation / Accumax,Other,,unit,4114,,,
FS-02,DP01_PIN_0018_01A_P_0_STAND,Neuation / Accumax,Other,,unit,4114,,,
AE-CS-01,STAND ASS_330_AE_AUTO CHRGNG STND (AE-CS-01),Neuation / Accumax,Other,,unit,6344,,,
AE-S-01,STAND ASS_328_AE_1 PLACE STND,Neuation / Accumax,Other,,unit,2832,,,
MLX05N,ACB-05 (36),Neuation / Accumax,Other,,unit,21240,,,
MLX05B,ACB-05-B (36),Neuation / Accumax,Other,,unit,21240,,,
MLX05R,ACB-05-R (36),Neuation / Accumax,Other,,unit,21240,,,
MLX05G,ACB-05-G (36),Neuation / Accumax,Other,,unit,21240,,,
MLX05Y,ACB-05-Y (36),Neuation / Accumax,Other,,unit,21240,,,
MLX1N,ACB-10 (36),Neuation / Accumax,Other,,unit,21240,,,
MLX1B,ACB-10-B (36),Neuation / Accumax,Other,,unit,21240,,,
MLX1R,ACB-10-R (36),Neuation / Accumax,Other,,unit,21240,,,
MLX1G,ACB-10-G (36),Neuation / Accumax,Other,,unit,21240,,,
MLX1Y,ACB-10-Y (36),Neuation / Accumax,Other,,unit,21240,,,
MLX2N,ACB-20 (36),Neuation / Accumax,Other,,unit,21240,,,
MLX2B,ACB-20-B (36),Neuation / Accumax,Other,,unit,21240,,,
MLX2R,ACB-20-R (36),Neuation / Accumax,Other,,unit,21240,,,
MLX2G,ACB-20-G (36),Neuation / Accumax,Other,,unit,21240,,,
MLX2Y,ACB-20-Y (36),Neuation / Accumax,Other,,unit,21240,,,
MLX4N,ACB-40 (36),Neuation / Accumax,Other,,unit,31860,,,
MLX4B,ACB-40-B (36),Neuation / Accumax,Other,,unit,31860,,,
MLX4R,ACB-40-R (36),Neuation / Accumax,Other,,unit,31860,,,
MLX4G,ACB-40-G (36),Neuation / Accumax,Other,,unit,31860,,,
MLX4Y,ACB-40-Y (36),Neuation / Accumax,Other,,unit,31860,,,
MLX5N,ACB-50 (36),Neuation / Accumax,Other,,unit,31860,,,
MLX5B,ACB-50-B (36),Neuation / Accumax,Other,,unit,31860,,,
MLX5R,ACB-50-R (36),Neuation / Accumax,Other,,unit,31860,,,
MLX5G,ACB-50-G (36),Neuation / Accumax,Other,,unit,31860,,,
MLX5Y,ACB-50-Y (36),Neuation / Accumax,Other,,unit,31860,,,
DB02 B6,0601-00-0104-0-048_2ML HEATING BLOCK (DB02 B6),Neuation / Accumax,Other,,unit,9490,,,
LC01 3A,RADP_152_1X3ML (LC01 3A),Neuation / Accumax,Other,,unit,888,,,
LC01 5A,RADP_153_1X5ML (LC01 5A),Neuation / Accumax,Other,,unit,742,,,
LC01 8A,RADP_154_1X8ML (LC01 8A),Neuation / Accumax,Other,,unit,795,,,
LC01 4A,RADP_155_1X4ML (LC01 4A),Neuation / Accumax,Other,,unit,888,,,
LC01 6A,RADP_156_1X6ML (LC01 6A),Neuation / Accumax,Other,,unit,1015,,,
LC01 5B,RADP_162_1X5ML (LC01 5B),Neuation / Accumax,Other,,unit,1065,,,
LC01 6B,RADP_163_1X6ML (LC01 6B),Neuation / Accumax,Other,,unit,1045,,,
A-016,0143-00-0108-0-121-13ML_TUBE_SPCR_DL,Neuation / Accumax,PCR & Plates,,unit,60,,,
A-75,0143-00-0114-0-083_3&4 ML_TUBE_SPCR_PL_2 (C01 TS),Neuation / Accumax,PCR & Plates,,unit,35,,,
A-75 + SL6,0143-00-0108-0-114_6ML TUBE SLEEVE_2 (C01 SL6),Neuation / Accumax,Tubes & Vials,,unit,84,,,
LC01 10A,RADP_164_1X10ML (LC01 10A),Neuation / Accumax,Other,,unit,1027,,,
LC01 15E,RADP_501_1X15ML (LC01 15E),Neuation / Accumax,Other,,unit,1776,,,
LC01 30B,RADP_502_1X30ML (LC01 30B),Neuation / Accumax,Other,,unit,1684,,,
LC01 15D,RADP_501 F_1X15ML (LC01 15D),Neuation / Accumax,Other,,unit,1677,,,
LC01 50A,RADP_157_1X50ML (LC01 50A),Neuation / Accumax,Other,,unit,2293,,,
LC01 30A,RADP_158_1X30ML (LC01 30A),Neuation / Accumax,Other,,unit,2167,,,
LC01 15C,RADP_166_3X15ML (LC01 15C),Neuation / Accumax,Other,,unit,2349,,,
LC01 6C,RADP_167_4X6ML (LC01 6C),Neuation / Accumax,Other,,unit,2345,,,
LC01 10B,RADP_168_3X10ML (LC01 10B),Neuation / Accumax,Other,,unit,2339,,,
LC01 50B,RADP_161 F_1X50ML (LC01 50B),Neuation / Accumax,Other,,unit,1675,,,
LC01 WA,RADP_151_1 X WINTROB (LC01 WA),Neuation / Accumax,Other,,unit,1029,,,
A-006,0140-00-0161-0-012_5ML ADAPTOR,Neuation / Accumax,Other,,unit,854,,,
A-010,0140-00-0161-0-011_15ML ADAPTOR,Neuation / Accumax,Other,,unit,715,,,
A-050,0140-00-0161-0-010_50ML ADAPTOR,Neuation / Accumax,Other,,unit,605,,,
A-250,0140-00-0161-0-015_250ML_SLEEVE,Neuation / Accumax,Other,,unit,1320,,,
LC02-L1000-161 + A-250,ROTOR (ASS)_4X250 ML SWING OUT ROTOR_0140-00-0161_(L1000-161+A-250),Neuation / Accumax,Rotors & Buckets,,unit,51650,,,
LC02-L1000-161 + A-050,ROTOR (ASS)_4X250 ML SWING OUT ROTOR_0140-00-0161_(L1000-161+A-050),Neuation / Accumax,Rotors & Buckets,,unit,53291,,,
LC02-L1000-161 + A-006,ROTOR (ASS)_4X250 ML SWING OUT ROTOR_0140-00-0161_(L1000-161+A-006),Neuation / Accumax,Rotors & Buckets,,unit,54231,,,
LC02-L1000-161 + A-010,ROTOR (ASS)_4X250 ML SWING OUT ROTOR_0140-00-0161_(L1000-161+A-010),Neuation / Accumax,Rotors & Buckets,,unit,52723,,,
LC02-L1000-124,ROTOR (ASS)_2X MICEOPLATE SWING ROTOR_0140-00-0124_(L1000-124),Neuation / Accumax,Rotors & Buckets,,pack,39513,,,
LC02-L1000-150,ROTOR (ASS)_16X15 ML FIX ANGLE COMMAN ROTOR_0140-00-0150_(L1000-150),Neuation / Accumax,Rotors & Buckets,,unit,13567,,,
LC02-L1000-148,ROTOR (ASS)_6X50 ML FIX ANGLE COMMAN ROTOR_0140-00-0148_(L1000-148),Neuation / Accumax,Rotors & Buckets,,unit,27237,,,
IROLL DR 24,IROLL DR 24 (WITH C15),Neuation / Accumax,Tube Rollers,,unit,40276,,,
IROLL DR 24-2,IROLL DR 24 (WITH C5),Neuation / Accumax,Tube Rollers,,unit,40276,,,
IROLL DR 24-3,IROLL DR 24 (WITH C50),Neuation / Accumax,Tube Rollers,,unit,40276,,,
IROLL PR 35,IROLL PR 35 (WITH C15),Neuation / Accumax,Tube Rollers,,unit,44304,,,
IROLL PR 35-2,IROLL PR 35 (WITH C5),Neuation / Accumax,Tube Rollers,,unit,44304,,,
IROLL PR 35-3,IROLL PR 35 (WITH C50),Neuation / Accumax,Tube Rollers,,unit,44304,,,
IRUPT 24P-2,IRUPT 24P (WITH CH01-TA1),Neuation / Accumax,Homogenizers,,unit,324508,,,
IRUPT 24P-3,IRUPT 24P (WITH CH01-TA3),Neuation / Accumax,Homogenizers,,unit,324508,,,
M3-3,ATTACHMENT (ASS)_3D-5(2.0)_M3-3_STACKING PLATFORM,Neuation / Accumax,Rotors & Buckets,,unit,3707,,,
ATTC-1000-S-F-R,ATTC-1000-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,34578,,,
ATTC-1000-S-R,ATTC-1000-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,30220,,,
ATTC-1000-F-RF,ATTC-1000-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,17881,,,
ATTC-1000-RF,ATTC-1000-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,15266,,,
ATTC-200-S-F-R,ATTC-200-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,29659,,,
ATTC-200-S-R,ATTC-200-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,25735,,,
ATTC-200-F-RF,ATTC-200-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14929,,,
ATTC-200-RF,ATTC-200-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12575,,,
ATTC-50-S-F-R,ATTC-50-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,29659,,,
ATTC-50-S-R,ATTC-50-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,25735,,,
ATTC-50-F-RF,ATTC-50-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14929,,,
ATTC-50-RF,ATTC-50-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12575,,,
ATTC-10-S-F-R,ATTC-10-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,27981,,,
ATTC-10-S-R,ATTC-10-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,24177,,,
ATTC-10-F-RF,ATTC-10-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,13993,,,
ATTC-10-RF,ATTC-10-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11403,,,
ATTB-1000-S-F-R,ATTB-1000-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,39850,,,
ATTB-1000-S-R,ATTB-1000-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,35492,,,
ATTB-1000-F-RF,ATTB-1000-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,21044,,,
ATTB-1000-RF,ATTB-1000-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,18429,,,
ATTB-200-S-F-R,ATTB-200-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,32294,,,
ATTB-200-S-R,ATTB-200-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,28371,,,
ATTB-200-F-RF,ATTB-200-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,16510,,,
ATTB-200-RF,ATTB-200-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14156,,,
ATTB-50-S-F-R,ATTB-50-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,32294,,,
ATTB-50-S-R,ATTB-50-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,28371,,,
ATTB-50-F-RF,ATTB-50-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,16510,,,
ATTB-50-RF,ATTB-50-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14156,,,
ATTB-10-S-F-R,ATTB-10-S-F-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,29387,,,
ATTB-10-S-R,ATTB-10-S-R (96 TIPS X 40 PACKS),Neuation / Accumax,Pipette Tips,,pack,25465,,,
ATTB-10-F-RF,ATTB-10-F-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14766,,,
ATTB-10-RF,ATTB-10-RF (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12413,,,
ATTC-50-S-F-BL,ATTC-50-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12687,,,
ATTC-50-S-BL,ATTC-50-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,10333,,,
ATTC-50-F-BL,ATTC-50-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11864,,,
ATTC-50-BL,ATTC-50-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,9510,,,
ATTC-50-F-FL,ATTC-50-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,42986,,,
ATTC-50-FL,ATTC-50-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,33179,,,
ATTB-50-FL,ATTB-50-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,33179,,,
ATTB-50-F-FL,ATTB-50-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,42986,,,
AT-10000B-S-W,AT-10000B-S-W (50 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,9044,,,
AT-10000A-S-W,AT-10000A-S-W (50 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,9044,,,
AT-1000-S-L-K,AT-1000-S-L-K (96 TIPS X 5 STACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,17346,,,
APC-021-TO,APC-021-TO-PLUS ( 10 PLATES X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,13098,,,
APC-028,APC-028 (10 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,10956,,,
AM12-050,RPM A 5-50 (12) ACCUMAX (AM 12-050),Neuation / Accumax,Pipettes,,unit,23650,,,
ALFV-5000,DP 500-5000 µL (ALFV-5000),Neuation / Accumax,Other,,unit,14668,,,
ALFV-10000,DP 1000-10000 µL (ALFV-10000),Neuation / Accumax,Other,,unit,15400,,,
2-711-C1-R,ALF-20-S-K (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,25193,,,
1-802-C4-R,ALF-1000-K (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,12390,,,
1-803-C4-R,ALF-1000-S-K (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,13381,,,
4-505-C10-E,ALF-20-E-R (10 RACKS X 10 PACKS),Neuation / Accumax,Other,,pack,14750,,,
4-506-C10-E,ALF-200-E-R (10 RACKS X 10 PACKS),Neuation / Accumax,Other,,pack,14750,,,
4-507-C10-E,ALF-1000-E-R (10 RACKS X 10 PACKS),Neuation / Accumax,Other,,pack,15340,,,
3-340-10-0,ASC-PE-60 (100 R TUBES + 100 F TUBES),Neuation / Accumax,Tubes & Vials,,pack,6277,,,
ABEF-1000-NV-PG-S,ABEF-1000-NV-PG-S (1 FLASK WITH CAP X 6 PACK),Medha,Bottles & Carboys,,pack,4112,,,
ABEF-1000-V-PG-S,ABEF-1000-V-PG-S (1 FLASK WITH CAP X 6 PACK),Medha,Bottles & Carboys,,pack,4486,,,
ABEF-125-NV-PG-S,ABEF-125-NV-PG-S (1 FLASK WITH CAP X 24 PACK),Medha,Bottles & Carboys,,pack,8100,,,
ABEF-125-V-PG-S,ABEF-125-V-PG-S (1 FLASK WITH CAP X 24 PACK),Medha,Bottles & Carboys,,pack,9346,,,
ABEF-2000-NV-PG-S,ABEF-2000-NV-PG-S (1 FLASK WITH CAP X 4 PACK),Medha,Bottles & Carboys,,pack,3489,,,
ABEF-2000-V-PG-S,ABEF-2000-V-PG-S (1 FLASK WITH CAP X 4 PACK),Medha,Bottles & Carboys,,pack,3738,,,
ABEF-250-NV-PG-S,ABEF-250-NV-PG-S (1 FLASK WITH CAP X 12 PACK),Medha,Bottles & Carboys,,pack,4798,,,
ABEF-250-V-PG-S,ABEF-250-V-PG-S (1 FLASK WITH CAP X 12 PACK),Medha,Bottles & Carboys,,pack,5421,,,
ABEF-3000-NV-PG-S,ABEF-3000-NV-PG-S (1 FLASK WITH CAP X 4 PACK),Medha,Bottles & Carboys,,pack,5607,,,
ABEF-3000-V-PG-S,ABEF-3000-V-PG-S (1 FLASK WITH CAP X 4 PACK),Medha,Bottles & Carboys,,pack,5981,,,
ABEF-500-NV-PG-S,ABEF-500-NV-PG-S (1 FLASK WITH CAP X 12 PACK),Medha,Bottles & Carboys,,pack,6044,,,
ABEF-500-V-PG-S,ABEF-500-V-PG-S (1 FLASK WITH CAP X 12 PACK),Medha,Bottles & Carboys,,pack,6791,,,
ACB-HD-10-C,ACB-HD-10-C (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,3073,,,
ACB-HD-10-C-S,ACB-HD-10-C-S (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,4017,,,
ACB-HD-10-SPC,ACB-HD-10-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,4359,,,
ACB-HD-15-C,ACB-HD-15-C (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,3725,,,
ACB-HD-15-C-S,ACB-HD-15-C-S (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,4669,,,
ACB-HD-15-SPC,ACB-HD-15-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,4843,,,
ACB-HD-20-C,ACB-HD-20-C (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,4359,,,
ACB-HD-20-C-S,ACB-HD-20-C-S (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,5421,,,
ACB-HD-20-SPC,ACB-HD-20-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,6000,,,
ACB-HD-25-C,ACB-HD-25-C (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,5827,,,
ACB-HD-25-C-S,ACB-HD-25-C-S (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,6771,,,
ACB-HD-25-SPC,ACB-HD-25-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,7469,,,
ACB-HD-50-C,ACB-HD-50-C (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,8826,,,
ACB-HD-50-C-S,ACB-HD-50-C-S (1 CARBOY WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,9947,,,
ACB-HD-50-SPC,ACB-HD-50-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,10863,,,
ACB-LD-10,ACB-LD-10 (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,2635,,,
ACB-LD-10-S,ACB-LD-10-S (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,3579,,,
ACB-LD-10-SPC,ACB-LD-10-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,1998,,,
ACB-LD-15,ACB-LD-15 (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,3446,,,
ACB-LD-15-S,ACB-LD-15-S (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,4390,,,
ACB-LD-15-SPC,ACB-LD-15-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,3735,,,
ACB-LD-20,ACB-LD-20 (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,3735,,,
ACB-LD-20-S,ACB-LD-20-S (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,4797,,,
ACB-LD-20-SPC,ACB-LD-20-SPC (1 CARBOY WITH SPIGOT WITH CAP X 1 PACK),Medha,Bottles & Carboys,,pack,5142,,,
ACB-LD-25,ACB-LD-25 (1 CARBOY X 1 PACK),Medha,Bottles & Carboys,,pack,5203,,,
